"","year","race","dollar_type","income_quintile","income_dollars"
"3360",1982,"White, Not Hispanic","Current Dollars","Top 5%",85641
"3361",1981,"White, Not Hispanic","Current Dollars","Lowest",5172
"3362",1981,"White, Not Hispanic","Current Dollars","Second",12545
"3363",1981,"White, Not Hispanic","Current Dollars","Middle",20323
"3364",1981,"White, Not Hispanic","Current Dollars","Fourth",29653
"3365",1981,"White, Not Hispanic","Current Dollars","Highest",52514
"3366",1981,"White, Not Hispanic","Current Dollars","Top 5%",78014
"3367",1980,"White, Not Hispanic","Current Dollars","Lowest",4845
"3368",1980,"White, Not Hispanic","Current Dollars","Second",11778
"3369",1980,"White, Not Hispanic","Current Dollars","Middle",18916
"3370",1980,"White, Not Hispanic","Current Dollars","Fourth",27287
"3371",1980,"White, Not Hispanic","Current Dollars","Highest",48176
"3372",1980,"White, Not Hispanic","Current Dollars","Top 5%",71915
"3373",1979,"White, Not Hispanic","Current Dollars","Lowest",4452
"3374",1979,"White, Not Hispanic","Current Dollars","Second",10858
"3375",1979,"White, Not Hispanic","Current Dollars","Middle",17486
"3376",1979,"White, Not Hispanic","Current Dollars","Fourth",25160
"3377",1979,"White, Not Hispanic","Current Dollars","Highest",44846
"3378",1979,"White, Not Hispanic","Current Dollars","Top 5%",68458
"3379",1978,"White, Not Hispanic","Current Dollars","Lowest",4055
"3380",1978,"White, Not Hispanic","Current Dollars","Second",9805
"3381",1978,"White, Not Hispanic","Current Dollars","Middle",15870
"3382",1978,"White, Not Hispanic","Current Dollars","Fourth",22808
"3383",1978,"White, Not Hispanic","Current Dollars","Highest",40485
"3384",1978,"White, Not Hispanic","Current Dollars","Top 5%",61853
"3385",1977,"White, Not Hispanic","Current Dollars","Lowest",3637
"3386",1977,"White, Not Hispanic","Current Dollars","Second",8953
"3387",1977,"White, Not Hispanic","Current Dollars","Middle",14484
"3388",1977,"White, Not Hispanic","Current Dollars","Fourth",20814
"3389",1977,"White, Not Hispanic","Current Dollars","Highest",36794
"3390",1977,"White, Not Hispanic","Current Dollars","Top 5%",56471
"3391",1976,"White, Not Hispanic","Current Dollars","Lowest",3466
"3392",1976,"White, Not Hispanic","Current Dollars","Second",8407
"3393",1976,"White, Not Hispanic","Current Dollars","Middle",13507
"3394",1976,"White, Not Hispanic","Current Dollars","Fourth",19245
"3395",1976,"White, Not Hispanic","Current Dollars","Highest",33851
"3396",1976,"White, Not Hispanic","Current Dollars","Top 5%",51737
"3397",1975,"White, Not Hispanic","Current Dollars","Lowest",3184
"3398",1975,"White, Not Hispanic","Current Dollars","Second",7762
"3399",1975,"White, Not Hispanic","Current Dollars","Middle",12443
"3400",1975,"White, Not Hispanic","Current Dollars","Fourth",17767
"3401",1975,"White, Not Hispanic","Current Dollars","Highest",31157
"3402",1975,"White, Not Hispanic","Current Dollars","Top 5%",47388
"3403",1974,"White, Not Hispanic","Current Dollars","Lowest",3031
"3404",1974,"White, Not Hispanic","Current Dollars","Second",7516
"3405",1974,"White, Not Hispanic","Current Dollars","Middle",11801
"3406",1974,"White, Not Hispanic","Current Dollars","Fourth",16789
"3407",1974,"White, Not Hispanic","Current Dollars","Highest",29526
"3408",1974,"White, Not Hispanic","Current Dollars","Top 5%",44932
"3409",1973,"White, Not Hispanic","Current Dollars","Lowest",2752
"3410",1973,"White, Not Hispanic","Current Dollars","Second",6936
"3411",1973,"White, Not Hispanic","Current Dollars","Middle",11095
"3412",1973,"White, Not Hispanic","Current Dollars","Fourth",15723
"3413",1973,"White, Not Hispanic","Current Dollars","Highest",27941
"3414",1973,"White, Not Hispanic","Current Dollars","Top 5%",43111
"3415",1972,"White, Not Hispanic","Current Dollars","Lowest",2482
"3416",1972,"White, Not Hispanic","Current Dollars","Second",6436
"3417",1972,"White, Not Hispanic","Current Dollars","Middle",10239
"3418",1972,"White, Not Hispanic","Current Dollars","Fourth",14417
"3419",1972,"White, Not Hispanic","Current Dollars","Highest",25728
"3420",1972,"White, Not Hispanic","Current Dollars","Top 5%",39874
"3421",2019,"White, Not Hispanic","2019 Dollars","Lowest",17814
"3422",2019,"White, Not Hispanic","2019 Dollars","Second",45661
"3423",2019,"White, Not Hispanic","2019 Dollars","Middle",76252
"3424",2019,"White, Not Hispanic","2019 Dollars","Fourth",120584
"3425",2019,"White, Not Hispanic","2019 Dollars","Highest",272981
"3426",2019,"White, Not Hispanic","2019 Dollars","Top 5%",485622
"3427",2018,"White, Not Hispanic","2019 Dollars","Lowest",16720
"3428",2018,"White, Not Hispanic","2019 Dollars","Second",43231
"3429",2018,"White, Not Hispanic","2019 Dollars","Middle",72093
"3430",2018,"White, Not Hispanic","2019 Dollars","Fourth",112588
"3431",2018,"White, Not Hispanic","2019 Dollars","Highest",255574
"3432",2018,"White, Not Hispanic","2019 Dollars","Top 5%",454495
"3433",2017,"White, Not Hispanic","2019 Dollars","Lowest",16233
"3434",2017,"White, Not Hispanic","2019 Dollars","Second",41542
"3435",2017,"White, Not Hispanic","2019 Dollars","Middle",71205
"3436",2017,"White, Not Hispanic","2019 Dollars","Fourth",112485
"3437",2017,"White, Not Hispanic","2019 Dollars","Highest",245860
"3438",2017,"White, Not Hispanic","2019 Dollars","Top 5%",424564
"3439",2016,"White, Not Hispanic","2019 Dollars","Lowest",16163
"3440",2016,"White, Not Hispanic","2019 Dollars","Second",41241
"3441",2016,"White, Not Hispanic","2019 Dollars","Middle",69501
"3442",2016,"White, Not Hispanic","2019 Dollars","Fourth",110013
"3443",2016,"White, Not Hispanic","2019 Dollars","Highest",241201
"3444",2016,"White, Not Hispanic","2019 Dollars","Top 5%",417881
"3445",2015,"White, Not Hispanic","2019 Dollars","Lowest",15984
"3446",2015,"White, Not Hispanic","2019 Dollars","Second",39910
"3447",2015,"White, Not Hispanic","2019 Dollars","Middle",68403
"3448",2015,"White, Not Hispanic","2019 Dollars","Fourth",108008
"3449",2015,"White, Not Hispanic","2019 Dollars","Highest",229470
"3450",2015,"White, Not Hispanic","2019 Dollars","Top 5%",393177
"3451",2014,"White, Not Hispanic","2019 Dollars","Lowest",14730
"3452",2014,"White, Not Hispanic","2019 Dollars","Second",37988
"3453",2014,"White, Not Hispanic","2019 Dollars","Middle",65075
"3454",2014,"White, Not Hispanic","2019 Dollars","Fourth",103569
"3455",2014,"White, Not Hispanic","2019 Dollars","Highest",224342
"3456",2014,"White, Not Hispanic","2019 Dollars","Top 5%",382976
"3457",2013,"White, Not Hispanic","2019 Dollars","Lowest",14965
"3458",2013,"White, Not Hispanic","2019 Dollars","Second",38734
"3459",2013,"White, Not Hispanic","2019 Dollars","Middle",66156
"3460",2013,"White, Not Hispanic","2019 Dollars","Fourth",103070
"3461",2013,"White, Not Hispanic","2019 Dollars","Highest",223529
"3462",2013,"White, Not Hispanic","2019 Dollars","Top 5%",379885
"3463",2012,"White, Not Hispanic","2019 Dollars","Lowest",15311
"3464",2012,"White, Not Hispanic","2019 Dollars","Second",37644
"3465",2012,"White, Not Hispanic","2019 Dollars","Middle",63735
"3466",2012,"White, Not Hispanic","2019 Dollars","Fourth",99684
"3467",2012,"White, Not Hispanic","2019 Dollars","Highest",217816
"3468",2012,"White, Not Hispanic","2019 Dollars","Top 5%",382539
"3469",2011,"White, Not Hispanic","2019 Dollars","Lowest",15279
"3470",2011,"White, Not Hispanic","2019 Dollars","Second",37731
"3471",2011,"White, Not Hispanic","2019 Dollars","Middle",63203
"3472",2011,"White, Not Hispanic","2019 Dollars","Fourth",99379
"3473",2011,"White, Not Hispanic","2019 Dollars","Highest",217657
"3474",2011,"White, Not Hispanic","2019 Dollars","Top 5%",380897
"3475",2010,"White, Not Hispanic","2019 Dollars","Lowest",15321
"3476",2010,"White, Not Hispanic","2019 Dollars","Second",37971
"3477",2010,"White, Not Hispanic","2019 Dollars","Middle",64154
"3478",2010,"White, Not Hispanic","2019 Dollars","Fourth",100718
"3479",2010,"White, Not Hispanic","2019 Dollars","Highest",212703
"3480",2010,"White, Not Hispanic","2019 Dollars","Top 5%",361318
"3481",2009,"White, Not Hispanic","2019 Dollars","Lowest",16173
"3482",2009,"White, Not Hispanic","2019 Dollars","Second",39277
"3483",2009,"White, Not Hispanic","2019 Dollars","Middle",65124
"3484",2009,"White, Not Hispanic","2019 Dollars","Fourth",101430
"3485",2009,"White, Not Hispanic","2019 Dollars","Highest",215414
"3486",2009,"White, Not Hispanic","2019 Dollars","Top 5%",370327
"3487",2008,"White, Not Hispanic","2019 Dollars","Lowest",16134
"3488",2008,"White, Not Hispanic","2019 Dollars","Second",39334
"3489",2008,"White, Not Hispanic","2019 Dollars","Middle",66184
"3490",2008,"White, Not Hispanic","2019 Dollars","Fourth",102508
"3491",2008,"White, Not Hispanic","2019 Dollars","Highest",216868
"3492",2008,"White, Not Hispanic","2019 Dollars","Top 5%",374319
"3493",2007,"White, Not Hispanic","2019 Dollars","Lowest",16537
"3494",2007,"White, Not Hispanic","2019 Dollars","Second",40663
"3495",2007,"White, Not Hispanic","2019 Dollars","Middle",67939
"3496",2007,"White, Not Hispanic","2019 Dollars","Fourth",105839
"3497",2007,"White, Not Hispanic","2019 Dollars","Highest",221304
"3498",2007,"White, Not Hispanic","2019 Dollars","Top 5%",378365
"3499",2006,"White, Not Hispanic","2019 Dollars","Lowest",16688
"3500",2006,"White, Not Hispanic","2019 Dollars","Second",40664
"3501",2006,"White, Not Hispanic","2019 Dollars","Middle",67267
"3502",2006,"White, Not Hispanic","2019 Dollars","Fourth",104687
"3503",2006,"White, Not Hispanic","2019 Dollars","Highest",226670
"3504",2006,"White, Not Hispanic","2019 Dollars","Top 5%",400642
"3505",2005,"White, Not Hispanic","2019 Dollars","Lowest",16235
"3506",2005,"White, Not Hispanic","2019 Dollars","Second",40107
"3507",2005,"White, Not Hispanic","2019 Dollars","Middle",66673
"3508",2005,"White, Not Hispanic","2019 Dollars","Fourth",103025
"3509",2005,"White, Not Hispanic","2019 Dollars","Highest",224103
"3510",2005,"White, Not Hispanic","2019 Dollars","Top 5%",398341
"3511",2004,"White, Not Hispanic","2019 Dollars","Lowest",16007
"3512",2004,"White, Not Hispanic","2019 Dollars","Second",39440
"3513",2004,"White, Not Hispanic","2019 Dollars","Middle",66246
"3514",2004,"White, Not Hispanic","2019 Dollars","Fourth",102453
"3515",2004,"White, Not Hispanic","2019 Dollars","Highest",218549
"3516",2004,"White, Not Hispanic","2019 Dollars","Top 5%",381829
"3517",2003,"White, Not Hispanic","2019 Dollars","Lowest",16102
"3518",2003,"White, Not Hispanic","2019 Dollars","Second",39877
"3519",2003,"White, Not Hispanic","2019 Dollars","Middle",66672
"3520",2003,"White, Not Hispanic","2019 Dollars","Fourth",103604
"3521",2003,"White, Not Hispanic","2019 Dollars","Highest",218851
"3522",2003,"White, Not Hispanic","2019 Dollars","Top 5%",380084
"3523",2002,"White, Not Hispanic","2019 Dollars","Lowest",16277
"3524",2002,"White, Not Hispanic","2019 Dollars","Second",40091
"3525",2002,"White, Not Hispanic","2019 Dollars","Middle",66939
"3526",2002,"White, Not Hispanic","2019 Dollars","Fourth",102986
"3527",2002,"White, Not Hispanic","2019 Dollars","Highest",216294
"3528",2002,"White, Not Hispanic","2019 Dollars","Top 5%",377446
"3529",2001,"White, Not Hispanic","2019 Dollars","Lowest",16593
"3530",2001,"White, Not Hispanic","2019 Dollars","Second",40445
"3531",2001,"White, Not Hispanic","2019 Dollars","Middle",67052
"3532",2001,"White, Not Hispanic","2019 Dollars","Fourth",103469
"3533",2001,"White, Not Hispanic","2019 Dollars","Highest",224387
"3534",2001,"White, Not Hispanic","2019 Dollars","Top 5%",401506
"3535",2000,"White, Not Hispanic","2019 Dollars","Lowest",16927
"3536",2000,"White, Not Hispanic","2019 Dollars","Second",41245
"3537",2000,"White, Not Hispanic","2019 Dollars","Middle",67981
"3538",2000,"White, Not Hispanic","2019 Dollars","Fourth",104226
"3539",2000,"White, Not Hispanic","2019 Dollars","Highest",224105
"3540",2000,"White, Not Hispanic","2019 Dollars","Top 5%",398987
"3541",1999,"White, Not Hispanic","2019 Dollars","Lowest",17437
"3542",1999,"White, Not Hispanic","2019 Dollars","Second",41326
"3543",1999,"White, Not Hispanic","2019 Dollars","Middle",68072
"3544",1999,"White, Not Hispanic","2019 Dollars","Fourth",103933
"3545",1999,"White, Not Hispanic","2019 Dollars","Highest",220122
"3546",1999,"White, Not Hispanic","2019 Dollars","Top 5%",385797
"3547",1998,"White, Not Hispanic","2019 Dollars","Lowest",16990
"3548",1998,"White, Not Hispanic","2019 Dollars","Second",41020
"3549",1998,"White, Not Hispanic","2019 Dollars","Middle",67182
"3550",1998,"White, Not Hispanic","2019 Dollars","Fourth",101425
"3551",1998,"White, Not Hispanic","2019 Dollars","Highest",213101
"3552",1998,"White, Not Hispanic","2019 Dollars","Top 5%",374052
"3553",1997,"White, Not Hispanic","2019 Dollars","Lowest",16323
"3554",1997,"White, Not Hispanic","2019 Dollars","Second",39283
"3555",1997,"White, Not Hispanic","2019 Dollars","Middle",64714
"3556",1997,"White, Not Hispanic","2019 Dollars","Fourth",98319
"3557",1997,"White, Not Hispanic","2019 Dollars","Highest",208092
"3558",1997,"White, Not Hispanic","2019 Dollars","Top 5%",367805
"3559",1996,"White, Not Hispanic","2019 Dollars","Lowest",16221
"3560",1996,"White, Not Hispanic","2019 Dollars","Second",38469
"3561",1996,"White, Not Hispanic","2019 Dollars","Middle",63129
"3562",1996,"White, Not Hispanic","2019 Dollars","Fourth",95369
"3563",1996,"White, Not Hispanic","2019 Dollars","Highest",197626
"3564",1996,"White, Not Hispanic","2019 Dollars","Top 5%",343103
"3565",1995,"White, Not Hispanic","2019 Dollars","Lowest",16327
"3566",1995,"White, Not Hispanic","2019 Dollars","Second",38369
"3567",1995,"White, Not Hispanic","2019 Dollars","Middle",62267
"3568",1995,"White, Not Hispanic","2019 Dollars","Fourth",93677
"3569",1995,"White, Not Hispanic","2019 Dollars","Highest",192541
"3570",1995,"White, Not Hispanic","2019 Dollars","Top 5%",330780
"3571",1994,"White, Not Hispanic","2019 Dollars","Lowest",15353
"3572",1994,"White, Not Hispanic","2019 Dollars","Second",36716
"3573",1994,"White, Not Hispanic","2019 Dollars","Middle",60178
"3574",1994,"White, Not Hispanic","2019 Dollars","Fourth",91756
"3575",1994,"White, Not Hispanic","2019 Dollars","Highest",191156
"3576",1994,"White, Not Hispanic","2019 Dollars","Top 5%",332020
"3577",1993,"White, Not Hispanic","2019 Dollars","Lowest",15051
"3578",1993,"White, Not Hispanic","2019 Dollars","Second",36603
"3579",1993,"White, Not Hispanic","2019 Dollars","Middle",59758
"3580",1993,"White, Not Hispanic","2019 Dollars","Fourth",90495
"3581",1993,"White, Not Hispanic","2019 Dollars","Highest",186176
"3582",1993,"White, Not Hispanic","2019 Dollars","Top 5%",319969
"3583",1992,"White, Not Hispanic","2019 Dollars","Lowest",15257
"3584",1992,"White, Not Hispanic","2019 Dollars","Second",36609
"3585",1992,"White, Not Hispanic","2019 Dollars","Middle",59790
"3586",1992,"White, Not Hispanic","2019 Dollars","Fourth",89713
"3587",1992,"White, Not Hispanic","2019 Dollars","Highest",171411
"3588",1992,"White, Not Hispanic","2019 Dollars","Top 5%",272169
"3589",1991,"White, Not Hispanic","2019 Dollars","Lowest",15482
"3590",1991,"White, Not Hispanic","2019 Dollars","Second",37028
"3591",1991,"White, Not Hispanic","2019 Dollars","Middle",59728
"3592",1991,"White, Not Hispanic","2019 Dollars","Fourth",89319
"3593",1991,"White, Not Hispanic","2019 Dollars","Highest",168984
"3594",1991,"White, Not Hispanic","2019 Dollars","Top 5%",263570
"3595",1990,"White, Not Hispanic","2019 Dollars","Lowest",15874
"3596",1990,"White, Not Hispanic","2019 Dollars","Second",38029
"3597",1990,"White, Not Hispanic","2019 Dollars","Middle",60845
"3598",1990,"White, Not Hispanic","2019 Dollars","Fourth",90314
"3599",1990,"White, Not Hispanic","2019 Dollars","Highest",173281
"3600",1990,"White, Not Hispanic","2019 Dollars","Top 5%",276384
"3601",1989,"White, Not Hispanic","2019 Dollars","Lowest",16180
"3602",1989,"White, Not Hispanic","2019 Dollars","Second",38460
"3603",1989,"White, Not Hispanic","2019 Dollars","Middle",62043
"3604",1989,"White, Not Hispanic","2019 Dollars","Fourth",92021
"3605",1989,"White, Not Hispanic","2019 Dollars","Highest",178604
"3606",1989,"White, Not Hispanic","2019 Dollars","Top 5%",289292
"3607",1988,"White, Not Hispanic","2019 Dollars","Lowest",15745
"3608",1988,"White, Not Hispanic","2019 Dollars","Second",38029
"3609",1988,"White, Not Hispanic","2019 Dollars","Middle",61505
"3610",1988,"White, Not Hispanic","2019 Dollars","Fourth",90733
"3611",1988,"White, Not Hispanic","2019 Dollars","Highest",171029
"3612",1988,"White, Not Hispanic","2019 Dollars","Top 5%",269528
"3613",1987,"White, Not Hispanic","2019 Dollars","Lowest",15455
"3614",1987,"White, Not Hispanic","2019 Dollars","Second",37605
"3615",1987,"White, Not Hispanic","2019 Dollars","Middle",60920
