"","year","race","dollar_type","number","income_quintile","income_dollars"
"627",2018,"Asian Alone or in Combination","Current Dollars",6981000,"Second",67962
"628",2018,"Asian Alone or in Combination","Current Dollars",6981000,"Third",108501
"629",2018,"Asian Alone or in Combination","Current Dollars",6981000,"Fourth",177260
"630",2018,"Asian Alone or in Combination","Current Dollars",6981000,"Top 5%",323644
"631",2017,"Asian Alone or in Combination","Current Dollars",6735000,"Lowest",32000
"632",2017,"Asian Alone or in Combination","Current Dollars",6735000,"Second",65002
"633",2017,"Asian Alone or in Combination","Current Dollars",6735000,"Third",101616
"634",2017,"Asian Alone or in Combination","Current Dollars",6735000,"Fourth",170056
"635",2017,"Asian Alone or in Combination","Current Dollars",6735000,"Top 5%",307742
"636",2016,"Asian Alone or in Combination","Current Dollars",6392000,"Lowest",31692
"637",2016,"Asian Alone or in Combination","Current Dollars",6392000,"Second",65115
"638",2016,"Asian Alone or in Combination","Current Dollars",6392000,"Third",100375
"639",2016,"Asian Alone or in Combination","Current Dollars",6392000,"Fourth",162774
"640",2016,"Asian Alone or in Combination","Current Dollars",6392000,"Top 5%",275010
"641",2015,"Asian Alone or in Combination","Current Dollars",6328000,"Lowest",30000
"642",2015,"Asian Alone or in Combination","Current Dollars",6328000,"Second",60002
"643",2015,"Asian Alone or in Combination","Current Dollars",6328000,"Third",98848
"644",2015,"Asian Alone or in Combination","Current Dollars",6328000,"Fourth",158111
"645",2015,"Asian Alone or in Combination","Current Dollars",6328000,"Top 5%",279998
"646",2014,"Asian Alone or in Combination","Current Dollars",6040000,"Lowest",28013
"647",2014,"Asian Alone or in Combination","Current Dollars",6040000,"Second",58073
"648",2014,"Asian Alone or in Combination","Current Dollars",6040000,"Third",94780
"649",2014,"Asian Alone or in Combination","Current Dollars",6040000,"Fourth",147333
"650",2014,"Asian Alone or in Combination","Current Dollars",6040000,"Top 5%",256000
"651",2013,"Asian Alone or in Combination","Current Dollars",5818000,"Lowest",28082
"652",2013,"Asian Alone or in Combination","Current Dollars",5818000,"Second",57250
"653",2013,"Asian Alone or in Combination","Current Dollars",5818000,"Third",90750
"654",2013,"Asian Alone or in Combination","Current Dollars",5818000,"Fourth",147196
"655",2013,"Asian Alone or in Combination","Current Dollars",5818000,"Top 5%",262128
"656",2012,"Asian Alone or in Combination","Current Dollars",5560000,"Lowest",27564
"657",2012,"Asian Alone or in Combination","Current Dollars",5560000,"Second",54414
"658",2012,"Asian Alone or in Combination","Current Dollars",5560000,"Third",85000
"659",2012,"Asian Alone or in Combination","Current Dollars",5560000,"Fourth",137565
"660",2012,"Asian Alone or in Combination","Current Dollars",5560000,"Top 5%",245691
"661",2011,"Asian Alone or in Combination","Current Dollars",5374000,"Lowest",25124
"662",2011,"Asian Alone or in Combination","Current Dollars",5374000,"Second",50157
"663",2011,"Asian Alone or in Combination","Current Dollars",5374000,"Third",80440
